id_venda,data_hora,categoria,produto,quantidade,valor_unitario
41614,2017-09-18 18:27:25,Bolo Tradicional,Bolo de laranja,2,24.12
41615,2017-01-15 12:34:39,Bolo de Pote,Bolo de pote prestígio,2,12.3
41616,2022-07-14 18:25:36,Bolo de Festa,Bolo de aniversário chocolate,1,149.52
41617,2019-08-02 11:53:48,Bolo de Pote,Bolo de pote churros,1,12.03
41618,2017-08-10 19:30:32,Bolo Tradicional,Bolo de laranja,2,16.48
41619,2020-11-13 19:53:32,Bolo Tradicional,Bolo de fubá,1,20.57
41620,2022-08-14 18:18:41,Bolo de Festa,Bolo de casamento,3,131.78
41621,2024-06-01 11:08:48,Bolo de Pote,Bolo de pote morango,2,10.42
41622,2021-09-19 16:40:00,Bolo de Pote,Bolo de pote churros,3,10.91
41623,2021-08-08 21:12:41,Bolo Tradicional,Bolo de milho,5,21.86
41624,2017-11-11 18:35:41,Bolo de Pote,Bolo de pote chocolate,1,8.39
41625,2025-09-27 20:44:59,Bolo de Festa,Bolo de casamento,1,126.42
41626,2018-07-18 10:52:37,Bebida,Suco natural,1,4.87
41627,2021-08-09 10:50:31,Salgado,Empada,1,9.56
41628,2023-10-14 19:24:10,Salgado,Quibe,1,7.12
41629,2022-08-02 20:39:42,Bolo Tradicional,Bolo de milho,1,17.99
41630,2017-07-11 21:35:52,Bolo Tradicional,Bolo de laranja,1,15.12
41631,2024-11-06 11:31:15,Bolo Tradicional,Bolo de fubá,3,19.95
41632,2017-11-07 14:37:41,Bebida,Café expresso,1,6.68
41633,2021-11-10 19:10:07,Bolo de Pote,Bolo de pote churros,2,8.58
41634,2017-12-14 12:09:19,Bebida,Refrigerante,1,6.29
41635,2023-02-06 09:45:23,Bolo Tradicional,Bolo de milho,1,23.66
41636,2025-04-18 10:09:02,Bebida,Café expresso,5,6.33
41637,2017-09-05 10:03:58,Bolo de Festa,Bolo de aniversário chocolate,1,123.17
41638,2021-02-05 20:17:39,Bolo Tradicional,Bolo de fubá,2,22.96
41639,2023-11-11 19:56:47,Salgado,Esfiha,2,8.96
41640,2022-09-25 14:31:06,Bolo Tradicional,Bolo de milho,1,22.45
41641,2024-06-30 10:49:09,Salgado,Pão de queijo,1,9.59
41642,2018-12-25 16:09:59,Bolo Tradicional,Bolo de cenoura,1,15.55
41643,2018-01-26 21:41:34,Bolo Tradicional,Bolo de fubá,4,16.5
41644,2018-05-31 08:09:32,Bebida,Chá gelado,4,4.8
41645,2024-05-09 12:41:50,Bolo Tradicional,Bolo de cenoura,2,19.52
41646,2019-04-11 15:28:07,Bolo Tradicional,Bolo de fubá,2,20.26
41647,2025-04-27 16:06:53,Bolo de Festa,Bolo de casamento,1,141.49
41648,2021-03-04 15:30:18,Bolo de Pote,Bolo de pote chocolate,2,11.58
41649,2020-03-27 16:23:17,Salgado,Pão de queijo,3,5.85
41650,2022-05-24 13:50:30,Bolo Tradicional,Bolo de laranja,2,18.77
41651,2024-09-12 17:36:19,Bolo Tradicional,Bolo de fubá,1,16.79
41652,2017-07-22 17:13:28,Bolo de Festa,Bolo floresta negra,2,108.22
41653,2020-01-19 11:54:33,Bolo Tradicional,Bolo de milho,1,17.52
41654,2023-02-17 08:10:25,Bolo Tradicional,Bolo de milho,5,19.81
41655,2023-04-02 15:46:08,Bolo Tradicional,Bolo de chocolate,4,19.11
41656,2022-08-13 17:01:03,Bolo de Festa,Bolo floresta negra,4,92.28
41657,2018-08-12 20:14:37,Bolo Tradicional,Bolo de fubá,1,15.12
41658,2017-12-11 12:27:37,Bolo Tradicional,Bolo de cenoura,2,20.93
41659,2023-11-22 21:01:07,Bolo de Festa,Bolo dois amores,2,127.67
41660,2025-04-11 11:22:25,Bolo Tradicional,Bolo de chocolate,1,24.9
41661,2023-12-09 11:19:56,Bolo de Pote,Bolo de pote prestígio,3,12.09
41662,2016-10-25 13:49:42,Bolo de Pote,Bolo de pote brigadeiro,2,11.65
41663,2025-02-20 11:49:39,Bolo de Pote,Bolo de pote churros,2,11.92
41664,2025-03-01 16:12:04,Bolo de Pote,Bolo de pote chocolate,1,10.95
41665,2025-08-14 21:36:05,Bolo de Pote,Bolo de pote morango,5,11.76
41666,2021-11-04 18:37:52,Salgado,Empada,2,8.94
41667,2017-03-28 08:54:54,Bebida,Água mineral,5,4.63
41668,2020-08-10 16:00:29,Bolo de Festa,Bolo de aniversário chocolate,1,113.29
41669,2018-08-12 17:37:32,Salgado,Coxinha,2,9.17
41670,2017-04-08 10:11:02,Bebida,Água mineral,2,3.63
41671,2023-02-11 21:51:16,Bebida,Refrigerante,1,4.23
41672,2022-06-09 11:58:13,Bolo de Pote,Bolo de pote brigadeiro,1,9.27
41673,2020-11-23 11:39:28,Salgado,Quibe,2,7.68
41674,2019-10-16 10:28:10,Bolo de Pote,Bolo de pote brigadeiro,2,12.02
41675,2022-11-29 17:34:04,Bolo de Festa,Bolo floresta negra,4,116.02
41676,2016-12-17 15:17:50,Bolo Tradicional,Bolo de fubá,2,15.68
41677,2025-05-18 21:54:59,Bolo de Pote,Bolo de pote chocolate,1,12.71
41678,2022-11-17 12:10:36,Salgado,Empada,5,8.51
41679,2025-08-18 10:52:45,Bolo de Festa,Bolo de aniversário chocolate,1,107.24
41680,2017-03-19 19:34:44,Salgado,Empada,2,7.06
41681,2021-03-24 17:07:21,Bolo de Festa,Bolo de aniversário morango,1,137.51
41682,2019-02-18 14:00:44,Bebida,Chá gelado,1,3.88
41683,2023-03-05 10:02:51,Bolo de Pote,Bolo de pote chocolate,4,13.49
41684,2024-06-07 14:05:17,Bolo de Festa,Bolo de aniversário morango,2,98.37
41685,2019-02-25 19:54:52,Salgado,Empada,1,9.6
41686,2024-02-04 15:46:18,Bolo Tradicional,Bolo de milho,1,22.25
41687,2023-10-27 10:47:41,Bolo de Festa,Bolo de aniversário chocolate,2,141.51
41688,2023-05-09 14:43:15,Bolo de Festa,Bolo de aniversário chocolate,2,136.59
41689,2019-01-21 18:31:14,Bolo de Festa,Bolo floresta negra,1,91.63
41690,2021-10-31 08:06:26,Salgado,Pão de queijo,2,5.25
41691,2021-06-09 10:31:39,Bolo de Pote,Bolo de pote prestígio,1,14.01
41692,2024-07-11 14:47:47,Bolo de Festa,Bolo dois amores,1,119.6
41693,2021-05-01 14:34:31,Salgado,Coxinha,1,5.11
41694,2023-03-01 15:28:35,Bolo Tradicional,Bolo de fubá,1,19.53
41695,2019-11-18 18:52:23,Bolo de Pote,Bolo de pote prestígio,3,12.7
41696,2022-04-23 11:39:32,Salgado,Quibe,1,10.0
41697,2024-03-13 21:50:51,Bolo Tradicional,Bolo de fubá,1,15.77
41698,2023-11-02 09:07:39,Bebida,Chá gelado,1,7.97
41699,2018-12-07 16:48:24,Bolo de Festa,Bolo de aniversário morango,3,98.1
41700,2021-01-03 20:28:23,Bolo de Pote,Bolo de pote chocolate,1,8.66
41701,2023-10-10 18:05:32,Bolo de Pote,Bolo de pote morango,2,11.67
41702,2022-04-17 13:31:26,Salgado,Esfiha,1,6.17
41703,2021-06-02 12:21:30,Bebida,Café expresso,1,5.87
41704,2017-10-02 17:45:33,Bolo Tradicional,Bolo de fubá,2,17.2
41705,2020-04-26 15:53:06,Bolo de Festa,Bolo de aniversário morango,2,115.96
41706,2022-05-25 15:33:12,Bolo Tradicional,Bolo de chocolate,2,23.33
41707,2019-03-05 13:40:23,Bolo Tradicional,Bolo de fubá,2,18.9
41708,2023-09-16 17:45:02,Bebida,Refrigerante,2,3.33
41709,2019-02-21 14:44:31,Bolo de Festa,Bolo de aniversário morango,1,139.41
41710,2017-12-27 21:09:17,Bolo Tradicional,Bolo de chocolate,2,19.23
41711,2019-08-27 20:13:48,Bolo de Pote,Bolo de pote chocolate,1,8.82
41712,2017-09-19 15:13:53,Bolo de Festa,Bolo de casamento,4,99.58
41713,2021-08-31 18:07:58,Bolo Tradicional,Bolo de cenoura,2,18.53
41714,2016-12-15 14:23:41,Bolo Tradicional,Bolo de cenoura,1,22.65
41715,2024-10-17 09:52:26,Bolo de Festa,Bolo de aniversário chocolate,2,129.36
41716,2021-12-19 19:16:38,Bolo de Festa,Bolo de aniversário morango,3,92.69
41717,2021-04-15 12:14:23,Bolo de Pote,Bolo de pote chocolate,1,9.78
41718,2020-11-04 16:01:34,Salgado,Quibe,3,7.39
41719,2024-10-09 17:53:29,Bolo Tradicional,Bolo de cenoura,1,17.73
41720,2018-08-27 15:49:29,Bolo de Festa,Bolo de aniversário morango,2,100.01
41721,2017-07-20 08:56:01,Bolo de Festa,Bolo de casamento,1,121.62
41722,2017-03-26 15:46:38,Bolo de Pote,Bolo de pote chocolate,1,8.32
41723,2020-09-05 17:34:17,Bolo de Pote,Bolo de pote prestígio,1,9.02
41724,2018-05-06 14:32:25,Bolo Tradicional,Bolo de laranja,1,18.44
41725,2022-03-14 18:10:49,Bolo de Pote,Bolo de pote morango,2,10.72
41726,2020-08-21 14:02:45,Bolo de Festa,Bolo floresta negra,1,147.84
41727,2018-04-15 13:32:59,Salgado,Pão de queijo,2,8.62
41728,2019-04-29 20:54:01,Bolo de Festa,Bolo de aniversário morango,5,117.33
41729,2017-09-24 19:03:55,Bolo Tradicional,Bolo de milho,2,16.22
41730,2021-03-08 08:27:13,Bolo de Festa,Bolo de casamento,1,80.95
41731,2017-04-28 17:48:07,Salgado,Pão de queijo,1,9.42
41732,2017-06-28 15:49:59,Bolo Tradicional,Bolo de cenoura,3,24.04
41733,2023-08-21 11:19:19,Bolo de Pote,Bolo de pote brigadeiro,4,9.45
41734,2020-02-25 08:17:50,Salgado,Quibe,2,5.0
41735,2024-05-21 15:32:53,Bebida,Chá gelado,1,4.99
41736,2023-06-09 11:00:56,Salgado,Esfiha,1,5.58
41737,2020-07-06 20:21:33,Bolo Tradicional,Bolo de milho,2,17.95
41738,2017-12-15 11:46:44,Salgado,Empada,2,5.39
41739,2022-06-25 20:03:15,Bolo de Festa,Bolo de aniversário chocolate,1,124.68
41740,2025-04-29 08:33:32,Bolo de Pote,Bolo de pote morango,1,9.66
41741,2023-10-28 10:50:53,Bolo de Festa,Bolo de aniversário chocolate,2,99.11
41742,2017-02-18 18:31:34,Salgado,Pão de queijo,2,7.04
41743,2021-12-15 12:19:19,Bolo Tradicional,Bolo de chocolate,1,15.85
41744,2022-11-30 17:39:49,Bolo Tradicional,Bolo de milho,2,23.37
41745,2018-02-23 14:29:47,Bolo de Festa,Bolo dois amores,1,105.17
41746,2020-10-25 15:41:46,Bolo Tradicional,Bolo de milho,3,20.35
41747,2019-06-25 21:20:29,Bolo de Pote,Bolo de pote churros,2,13.36
41748,2020-05-10 17:45:21,Bolo de Pote,Bolo de pote churros,1,10.71
41749,2018-10-10 09:37:42,Bolo de Festa,Bolo de aniversário morango,1,106.65
41750,2018-03-26 10:21:41,Bolo de Festa,Bolo de casamento,3,144.83
41751,2020-11-29 19:31:11,Bolo de Pote,Bolo de pote morango,3,12.63
41752,2024-06-26 20:23:18,Bebida,Café expresso,1,5.68
41753,2018-07-15 15:54:44,Bebida,Refrigerante,1,4.57
41754,2020-11-18 18:51:42,Salgado,Quibe,2,5.47
41755,2021-08-07 12:42:45,Bolo Tradicional,Bolo de cenoura,1,16.16
41756,2020-10-09 13:27:20,Bolo de Pote,Bolo de pote churros,2,11.23
41757,2017-05-12 16:07:09,Bolo de Festa,Bolo de casamento,2,129.6
41758,2025-06-12 17:15:38,Bebida,Suco natural,2,5.18
41759,2023-03-22 18:04:55,Salgado,Coxinha,1,7.07
41760,2020-11-08 18:10:00,Salgado,Empada,1,8.31
41761,2024-11-15 13:05:38,Salgado,Coxinha,1,8.86
41762,2017-10-14 12:04:59,Bolo Tradicional,Bolo de cenoura,1,18.64
41763,2018-07-23 10:14:44,Bolo de Festa,Bolo dois amores,1,127.48
41764,2019-05-13 16:50:09,Bolo Tradicional,Bolo de chocolate,1,15.27
41765,2024-01-27 16:18:10,Bolo de Festa,Bolo de aniversário chocolate,3,92.31
41766,2025-03-17 16:31:37,Bolo Tradicional,Bolo de milho,1,22.39
41767,2025-01-12 21:47:04,Bolo de Festa,Bolo de aniversário chocolate,1,147.3
41768,2017-01-24 11:23:30,Bolo Tradicional,Bolo de laranja,2,23.24
41769,2024-03-31 08:17:36,Bolo de Pote,Bolo de pote churros,2,10.53
41770,2021-04-23 15:32:59,Salgado,Pão de queijo,1,5.2
41771,2017-10-25 14:54:27,Bolo de Pote,Bolo de pote chocolate,1,13.15
41772,2021-06-16 09:51:05,Bolo de Pote,Bolo de pote churros,1,9.4
41773,2018-12-09 13:07:39,Bebida,Café expresso,1,4.82
41774,2025-08-16 16:55:12,Bolo Tradicional,Bolo de chocolate,1,20.09
41775,2019-10-23 08:21:27,Salgado,Empada,5,7.21
41776,2021-02-26 15:14:27,Bolo de Pote,Bolo de pote churros,1,13.48
41777,2020-11-09 18:29:08,Salgado,Quibe,1,8.21
41778,2018-03-29 16:25:20,Salgado,Pão de queijo,1,8.98
41779,2021-12-31 13:15:08,Bolo de Festa,Bolo dois amores,4,113.27
41780,2021-06-01 13:59:33,Bebida,Café expresso,4,6.02
41781,2024-01-08 08:43:50,Bolo de Pote,Bolo de pote brigadeiro,1,14.42
41782,2019-11-17 12:59:30,Bolo de Pote,Bolo de pote morango,3,8.5
41783,2017-10-03 16:20:53,Salgado,Pão de queijo,1,5.34
41784,2021-04-22 15:22:58,Salgado,Esfiha,1,7.14
41785,2017-01-30 12:27:28,Bolo Tradicional,Bolo de chocolate,2,17.05
41786,2018-02-19 09:40:54,Bolo Tradicional,Bolo de chocolate,1,18.35
41787,2016-12-15 14:04:50,Bolo Tradicional,Bolo de laranja,1,17.47
41788,2025-02-09 09:31:27,Bolo de Pote,Bolo de pote churros,2,8.62
41789,2021-07-07 16:35:57,Bolo Tradicional,Bolo de chocolate,2,20.18
41790,2025-06-03 08:59:15,Salgado,Coxinha,4,6.18
41791,2016-11-28 13:01:48,Bolo Tradicional,Bolo de milho,1,24.46
41792,2016-12-29 19:38:35,Salgado,Coxinha,1,5.02
41793,2023-10-13 13:54:00,Bolo de Pote,Bolo de pote morango,1,8.38
41794,2022-09-18 08:11:03,Bolo de Festa,Bolo de casamento,1,146.59
41795,2023-02-14 08:23:05,Bolo de Pote,Bolo de pote brigadeiro,1,11.34
41796,2020-07-25 19:02:00,Bolo de Festa,Bolo de aniversário morango,2,92.7
41797,2021-01-20 16:56:23,Bolo Tradicional,Bolo de chocolate,1,21.64
41798,2024-09-24 15:25:05,Bolo Tradicional,Bolo de cenoura,1,22.62
41799,2022-09-10 21:54:37,Salgado,Esfiha,5,8.97
41800,2024-12-21 21:23:00,Salgado,Esfiha,1,6.76
41801,2023-04-25 14:04:20,Bolo de Festa,Bolo de aniversário morango,1,138.74
41802,2022-04-24 19:31:54,Salgado,Esfiha,1,5.11
41803,2017-12-20 14:05:55,Bolo de Pote,Bolo de pote prestígio,5,11.1
41804,2020-05-29 18:42:15,Bolo Tradicional,Bolo de chocolate,3,20.09
41805,2024-03-10 20:29:40,Bolo de Festa,Bolo floresta negra,1,118.81
41806,2017-08-15 21:01:32,Bolo Tradicional,Bolo de laranja,1,21.49
41807,2018-05-19 19:24:06,Bolo de Pote,Bolo de pote churros,1,13.97
41808,2020-06-02 17:55:53,Bolo de Festa,Bolo de aniversário chocolate,1,80.39
41809,2018-05-10 21:40:16,Bolo Tradicional,Bolo de milho,1,19.31
41810,2020-08-02 20:37:03,Bolo de Festa,Bolo dois amores,1,140.63
41811,2018-12-08 16:45:45,Bolo de Pote,Bolo de pote chocolate,1,11.76
41812,2018-04-14 13:25:11,Bolo de Festa,Bolo floresta negra,5,120.49
41813,2017-03-31 10:28:35,Bolo Tradicional,Bolo de chocolate,3,23.58
41814,2025-01-08 14:08:52,Bolo de Pote,Bolo de pote morango,1,12.15
41815,2016-12-19 10:44:42,Bolo Tradicional,Bolo de laranja,2,21.22
41816,2020-07-31 09:11:26,Bebida,Água mineral,5,6.12
41817,2019-08-26 10:34:44,Bolo de Festa,Bolo de aniversário morango,3,115.36
41818,2021-07-21 15:38:21,Bolo de Pote,Bolo de pote chocolate,1,10.49
41819,2024-08-04 09:28:27,Bolo de Pote,Bolo de pote morango,1,12.67
41820,2019-01-11 09:51:04,Bebida,Refrigerante,2,4.71
41821,2024-06-26 17:19:07,Bolo Tradicional,Bolo de fubá,2,24.55
41822,2018-09-24 21:51:08,Bolo Tradicional,Bolo de laranja,1,20.71
41823,2019-04-01 19:33:33,Bolo Tradicional,Bolo de chocolate,1,20.37
41824,2018-12-06 21:58:57,Bolo Tradicional,Bolo de cenoura,2,21.44
41825,2021-11-13 13:52:01,Bolo de Festa,Bolo de aniversário chocolate,3,107.95
41826,2023-08-06 15:39:58,Salgado,Coxinha,1,5.43
41827,2020-08-25 13:33:26,Bebida,Suco natural,5,5.05
41828,2022-01-11 12:17:12,Bolo de Festa,Bolo de aniversário morango,1,92.06
41829,2025-09-22 08:34:38,Bolo Tradicional,Bolo de fubá,1,17.9
41830,2021-03-20 10:42:23,Bolo de Pote,Bolo de pote brigadeiro,1,9.96
41831,2018-03-14 10:14:45,Bolo Tradicional,Bolo de cenoura,1,16.62
41832,2021-10-01 14:31:22,Bolo Tradicional,Bolo de milho,1,21.1
41833,2025-04-30 17:27:38,Bolo de Pote,Bolo de pote prestígio,2,8.62
41834,2024-03-04 09:15:18,Bolo de Festa,Bolo de aniversário morango,4,128.12
41835,2020-08-06 17:35:29,Bolo Tradicional,Bolo de fubá,1,20.37
41836,2022-02-07 17:57:23,Bolo de Pote,Bolo de pote chocolate,1,13.91
41837,2016-11-02 10:24:40,Bolo Tradicional,Bolo de chocolate,1,16.52
41838,2019-03-25 15:33:09,Bebida,Café expresso,5,4.1
41839,2022-12-30 08:00:18,Bolo de Pote,Bolo de pote prestígio,1,14.96
41840,2016-10-26 21:51:22,Bolo Tradicional,Bolo de milho,1,22.65
41841,2018-06-28 11:04:31,Bolo Tradicional,Bolo de laranja,1,18.03
41842,2021-03-15 15:36:27,Bolo de Festa,Bolo de aniversário morango,4,100.42
41843,2024-03-01 15:56:38,Bolo de Festa,Bolo de aniversário chocolate,2,89.87
41844,2025-09-08 12:50:16,Bolo de Festa,Bolo dois amores,2,129.45
41845,2024-07-08 18:46:19,Bolo Tradicional,Bolo de laranja,1,24.12
41846,2024-03-15 20:01:37,Bolo de Pote,Bolo de pote prestígio,1,10.7
41847,2020-06-10 12:25:29,Bebida,Água mineral,2,7.29
41848,2022-09-24 15:52:50,Bolo Tradicional,Bolo de cenoura,1,21.16
41849,2020-03-18 15:40:03,Bolo de Festa,Bolo dois amores,1,86.88
41850,2023-11-01 19:38:22,Bolo Tradicional,Bolo de chocolate,1,22.98
41851,2025-07-09 11:04:11,Bolo de Festa,Bolo de aniversário chocolate,5,131.06
41852,2023-12-22 17:05:28,Bolo Tradicional,Bolo de chocolate,1,23.2
41853,2023-03-21 12:41:14,Bolo de Pote,Bolo de pote prestígio,5,10.99
41854,2024-02-01 15:01:26,Bebida,Chá gelado,2,7.3
41855,2023-10-26 12:04:51,Bolo de Pote,Bolo de pote prestígio,1,11.21
41856,2017-11-01 10:46:41,Bolo Tradicional,Bolo de cenoura,3,20.29
41857,2024-04-19 15:57:37,Bolo de Pote,Bolo de pote prestígio,2,13.46
41858,2017-06-05 09:22:05,Bolo de Festa,Bolo floresta negra,2,119.92
41859,2019-11-04 12:42:22,Bolo de Festa,Bolo floresta negra,2,86.59
41860,2024-10-22 09:09:14,Salgado,Quibe,1,5.14
41861,2024-09-15 15:07:05,Bolo Tradicional,Bolo de fubá,2,18.77
41862,2022-09-12 08:58:51,Bolo Tradicional,Bolo de milho,2,24.0
41863,2018-01-24 10:12:55,Bolo de Pote,Bolo de pote churros,1,8.62
41864,2018-03-25 20:51:49,Bolo Tradicional,Bolo de fubá,2,15.51
41865,2017-02-04 13:21:47,Bolo de Pote,Bolo de pote chocolate,2,12.4
41866,2024-06-06 19:27:31,Bolo de Festa,Bolo dois amores,1,85.86
41867,2019-08-02 10:57:45,Bolo de Festa,Bolo dois amores,1,111.27
41868,2021-02-12 18:02:57,Bolo de Festa,Bolo de aniversário morango,1,116.53
41869,2025-09-11 13:30:44,Bolo de Festa,Bolo floresta negra,1,130.71
41870,2020-05-24 11:58:31,Bolo de Festa,Bolo de aniversário chocolate,3,92.89
41871,2022-02-13 17:55:10,Bebida,Chá gelado,1,3.73
41872,2018-07-24 12:22:10,Bolo de Festa,Bolo floresta negra,2,125.76
41873,2023-10-29 10:31:26,Bebida,Água mineral,1,4.04
41874,2024-11-20 16:14:30,Bolo Tradicional,Bolo de chocolate,1,17.93
41875,2016-11-03 09:25:42,Bolo de Pote,Bolo de pote prestígio,2,14.06
41876,2018-07-17 09:33:46,Bolo Tradicional,Bolo de chocolate,3,20.05
41877,2017-03-13 18:26:47,Bolo de Pote,Bolo de pote prestígio,1,13.2
41878,2020-10-20 20:59:41,Bolo de Pote,Bolo de pote churros,2,11.2
41879,2025-02-23 13:15:28,Bolo de Festa,Bolo dois amores,2,134.42
41880,2024-09-21 11:59:08,Bebida,Refrigerante,1,6.54
41881,2022-05-28 20:44:12,Bebida,Suco natural,1,4.44
41882,2023-11-16 20:14:01,Bolo de Festa,Bolo de aniversário morango,3,111.36
41883,2023-01-08 14:12:17,Bolo de Festa,Bolo floresta negra,3,94.81
41884,2024-01-31 09:10:50,Bolo Tradicional,Bolo de cenoura,3,15.39
41885,2022-03-13 12:38:53,Bolo Tradicional,Bolo de fubá,3,16.36
41886,2021-05-30 15:52:49,Salgado,Empada,1,9.61
41887,2023-07-27 19:32:45,Bolo de Festa,Bolo floresta negra,1,100.74
41888,2024-11-29 19:00:51,Bolo Tradicional,Bolo de laranja,1,17.18
41889,2020-04-23 19:15:02,Bebida,Chá gelado,1,4.9
41890,2022-07-21 13:54:23,Bolo Tradicional,Bolo de laranja,2,18.03
41891,2019-11-29 19:04:34,Bolo Tradicional,Bolo de cenoura,1,21.29
41892,2019-09-15 13:34:18,Bolo Tradicional,Bolo de fubá,1,20.55
41893,2018-07-23 18:26:03,Bolo Tradicional,Bolo de fubá,1,23.8
41894,2024-06-16 19:59:12,Bolo de Festa,Bolo de casamento,5,102.06
41895,2023-12-18 12:01:30,Bolo de Festa,Bolo de aniversário chocolate,1,135.92
41896,2023-07-26 08:10:38,Bolo de Festa,Bolo de aniversário morango,1,123.35
41897,2021-06-08 16:59:07,Bolo de Festa,Bolo de aniversário morango,2,109.75
41898,2022-11-18 20:25:16,Bolo de Pote,Bolo de pote prestígio,1,9.59
41899,2017-08-30 11:43:40,Bolo Tradicional,Bolo de laranja,5,23.62
41900,2024-09-14 18:47:23,Bolo Tradicional,Bolo de chocolate,2,21.39
41901,2018-03-23 11:08:33,Bolo de Festa,Bolo de casamento,1,146.44
41902,2017-10-18 18:08:26,Salgado,Pão de queijo,1,5.75
41903,2023-09-12 08:52:27,Bolo Tradicional,Bolo de chocolate,1,15.25
41904,2021-07-09 12:30:08,Bolo de Pote,Bolo de pote brigadeiro,1,13.52
41905,2022-06-10 21:06:16,Bolo de Pote,Bolo de pote chocolate,1,14.09
41906,2024-08-15 16:38:20,Bolo de Pote,Bolo de pote morango,2,12.56
41907,2017-09-01 08:37:23,Bolo de Pote,Bolo de pote brigadeiro,1,11.1
41908,2017-06-04 12:30:30,Bolo de Festa,Bolo de aniversário morango,1,148.88
41909,2019-05-24 19:50:49,Bolo Tradicional,Bolo de milho,1,24.94
41910,2021-06-25 15:21:28,Bolo de Pote,Bolo de pote chocolate,1,13.83
41911,2023-07-02 13:23:04,Bolo Tradicional,Bolo de laranja,1,18.31
41912,2019-05-11 15:28:22,Bolo Tradicional,Bolo de milho,2,23.68
41913,2022-12-28 16:35:07,Bolo Tradicional,Bolo de milho,1,20.63
41914,2023-03-31 18:09:11,Bolo Tradicional,Bolo de laranja,1,15.51
41915,2023-03-16 11:59:53,Bolo Tradicional,Bolo de chocolate,1,21.13
41916,2025-05-13 20:35:48,Bolo Tradicional,Bolo de chocolate,2,18.41
41917,2017-03-05 18:31:39,Bolo Tradicional,Bolo de milho,2,16.56
41918,2022-11-15 19:33:46,Bolo Tradicional,Bolo de laranja,1,22.55
41919,2017-12-25 20:04:53,Salgado,Pão de queijo,2,8.6
41920,2017-12-02 08:45:18,Bebida,Suco natural,2,7.24
41921,2021-11-30 17:55:02,Bolo Tradicional,Bolo de laranja,1,15.9
41922,2024-07-05 08:57:03,Bolo Tradicional,Bolo de laranja,2,21.98
41923,2019-04-20 20:07:56,Bolo de Pote,Bolo de pote morango,1,14.09
41924,2022-02-25 16:06:11,Bolo de Festa,Bolo de aniversário morango,1,98.7
41925,2021-09-02 18:41:33,Bolo de Festa,Bolo de casamento,3,108.4
41926,2025-07-08 16:06:53,Bolo de Festa,Bolo de aniversário morango,2,87.71
41927,2024-04-18 09:58:23,Bolo Tradicional,Bolo de cenoura,1,22.13
41928,2024-12-19 17:52:10,Bolo de Festa,Bolo de aniversário chocolate,3,99.99
41929,2023-04-23 08:20:52,Bolo Tradicional,Bolo de milho,1,21.99
41930,2018-10-10 18:16:08,Bolo de Pote,Bolo de pote prestígio,1,8.53
41931,2019-08-05 18:11:51,Bolo de Festa,Bolo dois amores,4,116.97
41932,2024-02-15 11:12:45,Bebida,Suco natural,1,7.66
41933,2025-06-25 09:18:09,Bolo de Festa,Bolo dois amores,2,82.76
41934,2022-07-24 11:43:58,Bolo Tradicional,Bolo de cenoura,5,24.14
41935,2020-07-28 12:05:30,Bolo Tradicional,Bolo de laranja,1,17.62
41936,2017-12-26 09:39:03,Bolo Tradicional,Bolo de cenoura,5,24.57
41937,2021-07-25 18:24:49,Bolo Tradicional,Bolo de chocolate,1,24.46
41938,2016-10-24 10:44:57,Bolo de Pote,Bolo de pote morango,4,12.05
41939,2016-10-20 13:59:50,Bolo de Festa,Bolo de casamento,1,122.24
41940,2017-04-16 17:49:34,Bolo Tradicional,Bolo de milho,1,15.9
41941,2019-10-27 12:21:03,Bolo Tradicional,Bolo de fubá,4,21.89
41942,2020-09-15 10:21:56,Bolo Tradicional,Bolo de chocolate,1,15.64
41943,2024-10-12 09:53:19,Bolo Tradicional,Bolo de fubá,1,17.88
41944,2024-01-12 15:14:43,Bolo Tradicional,Bolo de cenoura,1,20.67
41945,2024-11-10 13:40:04,Bolo de Festa,Bolo de casamento,5,86.64
41946,2020-05-18 18:40:24,Bolo de Festa,Bolo de casamento,1,147.02
41947,2024-02-19 18:05:15,Bolo de Festa,Bolo de casamento,1,98.49
41948,2017-03-29 19:34:03,Salgado,Coxinha,2,7.0
41949,2023-01-08 08:13:44,Bolo Tradicional,Bolo de cenoura,1,22.74
41950,2018-03-14 20:16:55,Bolo de Festa,Bolo dois amores,2,121.0
41951,2024-04-25 10:32:27,Bolo Tradicional,Bolo de laranja,2,23.41
41952,2017-11-28 15:53:44,Bebida,Refrigerante,2,3.94
41953,2020-09-25 11:22:40,Bolo Tradicional,Bolo de fubá,1,20.08
41954,2023-05-13 12:15:38,Bolo Tradicional,Bolo de laranja,5,20.81
41955,2021-07-30 18:55:59,Salgado,Empada,1,5.56
41956,2021-06-17 18:11:24,Bolo de Pote,Bolo de pote chocolate,4,11.38
41957,2022-06-28 20:17:13,Bolo de Festa,Bolo de casamento,1,124.98
41958,2019-10-12 19:08:53,Bolo Tradicional,Bolo de cenoura,1,17.27
41959,2020-11-21 20:31:02,Bolo Tradicional,Bolo de milho,2,22.54
41960,2023-12-24 18:07:04,Salgado,Pão de queijo,3,9.49
41961,2021-02-18 10:41:24,Bolo de Festa,Bolo de aniversário morango,1,140.03
41962,2025-01-19 19:05:47,Bolo Tradicional,Bolo de laranja,1,21.51
41963,2022-11-17 18:14:26,Bolo de Pote,Bolo de pote churros,1,11.44
